customer_tweet_id,customer_text,support_text
1962110,What @115858 with #iphone6? I turned wi-fi off but I have to go to settings &amp; turn off. I’d ask for update but then texting won’t work. 😡 https://t.co/VI49Pe6Dac,"@581846 We're here to help. The buttons for Bluetooth and Wi-Fi in Control Center are only disconnect options, not disable. https://t.co/GDrqU22YpT"
1984529,@587430 @AppleSupport It’s garbage! My phone literally acts like an iPhone 4. I don’t know why they would release an iOS that obviously isn’t complete 😡,@587429 We'd like to learn more about what's happening with the iPhone. Send us a DM telling us which iPhone and iOS 11 version. https://t.co/GDrqU22YpT
1302859,"@AppleSupport hi! my R3D files now all get their settings reset when I change clips above or below, makes interviews cuts tedious. Thoughts? https://t.co/ZDx31gY8Rv",@424468 Reach our Application support team here: https://t.co/IBIY3vMgPj
1336269,"bravo @115858 - after completing my order with store pickup, tells me no stores available but won't let me ship it. Try again, get this: https://t.co/YglVYhTkxP","@431719 Thank you for reaching out to us. We'd like to get you in touch with our Sales Support, see this link:  https://t.co/8yjRd1Xo0i"
1122181,@AppleSupport Newest versions on Airbook and iphone. Amazon used to autoshare to itunes,@266977 Did you update iTunes or your Amazon Music app before the syncing issue started? Let us know via DM. We'll go from there. https://t.co/GDrqU22YpT
2296176,me cagó en los update de @115858 para el Apple Watch puñeta dos horas y contando,@666674 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
195994,"@AppleSupport Guys, the new update is making my apps crash and its too slow, and its heating up my phone, so plz fix it up 😊","@162110 That's not expected. So we have the details, let us know the exact iOS running. If needed, this will help: https://t.co/lhhJthvNy9"
1983416,"@AppleSupport , figure this question mark for the I️ shit out. It’s annoying.","@587076 We know how important this is, and we want to help. Please send us a DM letting us know the OS version you're using. https://t.co/GDrqU22YpT"
2779351,@115858 iOS 11.1.2 is extremely buggy and I’m about to twist my iPhone into two separate pieces!!!!,"@776319 We want you to be able to enjoy using your iPhone. In DM, please share a few details with us about the issues you're experiencing. https://t.co/GDrqU22YpT"
2257203,@115858 get your shit together so my phone stops typing I️ please and thanks,@657373 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1706994,My phone was charged at 100 percent this morning ... there is NO reason for me to be at 3% rn 😑 wtf @AppleSupport 😤😤😤😤😡,@517317 We'd be happy to help. Please join us in DM with your iOS version so we may further assist. https://t.co/GDrqU22YpT
2117232,@624034 @115858 Seriously... I’ve also never been so annoyed 😒 lol,@624033 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1120554,@AppleSupport Battery draining heavily in iPhone 5s with this IOS 11 update,@452876 We can help! Please DM your current iOS version. You can find that information by going to Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
436988,@115858 ya’ll need to get yo shit together cuz this whole can’t turn off the auto adjust brightness thing is bs. #itkillsbatteryfaster #duh😑😒,@218775 You can still turn off auto-brightness. Go to Settings &gt; General &gt; Accessibility &gt; Display Accommodations &gt; Auto-Brightness.
281879,@AppleSupport my 7plus keeps freezing since I updated to iOS11. I have to keep restarting it. This is not good.,"@149004 We want to help. After restarting, how long before it happens? Are you using a certain app when it becomes unresponsive?"
429163,@AppleSupport since the update my phone has been performing terribly,@217058 Please tell us more about what is happening with your iPhone.  We'd love to help!
1439425,@115858 @AppleSupport faitent quelque choses pour Imovie car depuis la mise a jour du 26 septembre 2017 impossible d'ouvrir l'application ! https://t.co/88AdrWVLO9,@454050 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1712996,Ok @AppleSupport @116333 what is up with the ridiculous issue with typing and I️— making me look as smart as Trump. Fix it please!,@327989 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
764908,@AppleSupport Yes! The screen has been non-responsive for the past 4 hours. I've tried everything that I can to fix it and nothing works,@302817 Thanks for verifying that for us. We'd like to go ahead and further review this for you. Please DM us and we'll get started. https://t.co/GDrqU22YpT
1332414,@AppleSupport Yes &amp; now it is still not working.,@430831 Got it. We'd like to research with you further. Let's move this to DM and we'll continue there. https://t.co/GDrqU22YpT
2375292,@115858 Wie kann ich mich vor aktueller #Malware schützen wenn mein #iOS und der #Safari-Browser nicht mehr von euch geupdatet werden? Besitze noch das 1. #iPad Mini und sehe nicht ein zu wechseln.,@685164 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
722570,"Used my phone less than 90 minutes today in well wireless'd, strong cell signaled area--used 70% of battery. Thanks to @115858 11.0.2 update.",@293005 We'd be happy to look into this! What device are you using? Tell us in DM: https://t.co/GDrqU22YpT
2255350,"@AppleSupport I’m having trouble to enable my Apple ID again, I managed to recover it but it still says “Your Apple ID has been disabled”","@656908 Hey there! We appreciate you reaching out to us about this. Shoot us a DM with the steps you've already taken, and we'll use that information to craft your next steps. https://t.co/GDrqU22YpT"
1734376,@AppleSupport @115858 battery draining very fast even in ios11.1. Please help. iPhone 7Plus. :(,@523740 We'd be happy to help. Have you given these steps a try? https://t.co/bivpdfBNJ6
1470710,"@AppleSupport I don’t use Safari that often, but when I do the same happens. And I don’t watch anything g from iTunes",@461368 Thanks. Please come on over to DM and let us know your device model and which version of iOS 11 is installed. https://t.co/GDrqU22YpT
1069246,"@AppleSupport look at the new blue update icon dots, the ‘freak’ out as I pull down notifications screen. Using iPhone 7+ iso 11.0.3 https://t.co/EbjwXsC73X",@372322 We'd like to look into this deeper with you. DM us and we'll continue there. https://t.co/GDrqU22YpT
1981084,"Hey @AppleSupport, what does mean? I cannot save files on my iPhone under #iOS11? The add button won’t enable. 🤔
Don’t want to use cloud. https://t.co/8jCFRxSoJv","@316193 We want to help you. DM us, and let us know what happens when you try to tap On My iPhone. We'll look into this. https://t.co/GDrqU22YpT"
1181497,"Ever since I updated my iPhone 7 Plus all my phone ever does is lag, seriously Apple? Figure your shit out stop scamming the people @115858",@397855 We'd like to help! Send us a DM to continue. https://t.co/GDrqU22YpT
151538,"Dear @115858, please fix Spotlight. It's ridiculous how inaccurate its results are https://t.co/jtBPxHKg4A","@150609 Thanks for reaching out. We certainly understand how important it is that you're able to find what you need on your Mac. We're happy to help! 
Let us know if this helps you: https://t.co/d4WKhnGwPr"
1736100,"@AppleSupport When driving mode is on and I receive a call, I can’t turn volume up or down from my Apple headphones.",@524167 Hey there! We've received your DM and will join you there shortly. Thanks!
2051350,@606643 @115858 @AppleSupport Since I’ve updated my music won’t play in my car!! 😡 Any ideas @AppleSupport ??? Sorry to jump on your tweet 😬 I’m thinking @1647 too 🤔,"@606642 Let's look into this together. To start, can you DM us any additional info on what you're experiencing? We'll start from there. https://t.co/GDrqU2kzhr"
1890352,Okay wtf @115858 my phone was fully charged 15 min ago and I have not done much of nothing and it's already on 5%,@382011 Let's see if we can get to the bottom of this battery issue. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT
430133,Hey @115858 what did iOS11 do to my phone that I don’t get WiFi in my room anymore? #thissucks,@217272 We can help out with Wi-Fi on your iPhone. Does Wi-Fi not pickup any networks? Let us know and we'll take a look.
359849,@AppleSupport if I manually adjust the screen brightness for a little will it go back to auto brightness on its own?,"@201233 Let's figure this out. Just to be clear, you've turned off auto-brightness in Settings, then it shows on when you go back?"
1174823,@AppleSupport,"@396335 Let’s figure this out together. To clarify, are you unable to add music to your iPhone due to low storage space?"
1754061,And I’m not DM’ing y’all .. just send a update out🙄 @AppleSupport,@528316 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
2731248,Updated my @AppleSupport iPhone now the thing don’t work went in to @O2 and they can’t fix it super pissed off,@765661 We're glad to help. Tell us what you're experiencing and we'll get started.
172969,Brand new iphone x! Out of the box! Received it 30min ago! Excellent QC @115858 @AppleSupport ! @TMobileHelp  @156470 @156471 https://t.co/gt9udyMJAq,@129828 We'd like to gather some more information about what's occurring. Please send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT
246550,@AppleSupport any reason it won’t let me pause/play my music when i’m not on the app?? https://t.co/ykyWaYbNqD,@174561 We know how important it is to control your Music in these locations. Are you using the Apple Music app or a different app?
431279,@AppleSupport 3 days ago,@217541 Let's meet up in Direct Message and we'll take a closer look at this. https://t.co/GDrqU22YpT
328550,@AppleSupport gracias a la nueva actualización de ios 11.0.2 mi teclado va con lag. Gracias por las novedades #ironia,@194337 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1575068,@AppleSupport it just started for me tonight. The I = I️ needs to be fixed asap https://t.co/tWRSsqc1Lu,@485374 This article has some tips that may help: https://t.co/xU1AGIa4ME
2256506,"@116333 11.03 upgrade has trashed my beautiful SE, rendered it dull and slow.
Android is call me","@657199 We'd like to look into this with you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT"
2558692,Update is ruining my phone 🙂@115858,@726363 This isn't what we expect to happen when you update your iPhone. Could you join us in DM with more info on what you're seeing? https://t.co/GDrqU22YpT
1741622,"@115888 Dammit, @AppleSupport. This iOS glitch is killing me.",@475470 We'd like to help. Can you tell us what you're experiencing?
2261417,@AppleSupport Thanks Apple!,@658419 You're welcome.
240120,@AppleSupport This is my lock screen https://t.co/lfw7dYRu87,"@173034 We appreciate you keeping us updated. So that we can look into this further, use the link below to DM us. https://t.co/GDrqU22YpT"
1929789,@AppleSupport @115858 What the hell have you done in ios11 ... rendered my pencil all but useless with major lag. I use this for work!! 😡😡😡😡,"@574260 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
571852,@AppleSupport So even though I am on iOS 11.2 the feature is not on yet,"@254355 Since you're on 11.2, you're set for when it's released early next week."
2371105,how do I️ fix this I️ stuff cause it’s driving me crazy @115858,"@684186 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
1828915,#ios11 @115858  what’s the point in a control panel when u touch turn off WiFi &amp; Bluetooth &amp; it stays on? Plus screen goes unresponsive a lot,"@548862 Let us help. So that we can explore the best options for your region, DM us which country you’re messaging us from. https://t.co/GDrqU22YpT"
1941616,@AppleSupport why can I not do Apple installments with my reservation but I can if I try and order it again #iPhoneX,@577393 We're glad to get you pointed in the right direction for help with your iPhone X order. Please DM us to proceed from here. https://t.co/GDrqU22YpT
1458815,@115858 Can you fix my iPhone 7 first... have had problems since day 2 of getting it... and paid 700,@470966 We'd be happy to. What issues are you having and what exact iOS version do you have installed?
709069,@122951 @115858 I just bought I phone 7 plus from Paytm. The phone is not in a working condition. And no reply from @132444. What now?,"@289535 Let's take a look at your iPhone together. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT"
1614438,@115858 hi question. Why does my phone change “I️” into a question mark inside of a box??? Help. Pls fix,@495208 Thanks for reaching out. We'd be happy to help. Have you given these steps a try? https://t.co/xXaXeeSRt9
249304,@175231 @13069 @13070 Freaking autocorrect won’t put any respect on your name. *Brianni!! @115858 please recognize. Thanks.,@175230 We'd like to help by providing the steps under 'Have a word or phrase you use and don’t want it corrected?' here: https://t.co/7S7p1ZvnnE
1713072,@AppleSupport No it’s an all black cable that never use to say that I had it for half a year and it’s just now starting to say that,@518863 Do you have another Apple branded charger you can test with? Let us know in DM: https://t.co/GDrqU22YpT
2984747,"#ios11 has ruined my phone! It’s slow, it lags, it freezes. The Bluetooth lags! My phone was working perfect!! Is it possible to restore an older version? @AppleSupport @115858","@823046 While downgrading the iOS version is not supported, we're happy to look into these issues with. If you wouldn't mind, send us a DM with your iPhone model and iOS version from Settings &gt; General &gt; About. We'll join up to review some information there. https://t.co/GDrqU22YpT"
1412864,@AppleSupport Also - tried to receive a call. Phone rang but wouldn’t connect the sound when I answered. Neither the caller or myself could hear anything.,@448324 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT
35989,@AppleSupport Dear @115858 &amp; @AppleSupport can you please update the time zone of Sudan Khartoum in the Alarm app from +3 to+2 GMT. Updated on 1st Nov 2017,@455657 We'd be happy to help. Have you tried power cycling your device? Here's how: https://t.co/OWRDHWSt4h Let us know if that helps.
1046612,@AppleSupport what is this??? I use cellular for all my steaming w/@115911 and this one video keeps giving me this stupid error. https://t.co/VNDvVJdMfI,@367395 We want to help! Have you been able to try any troubleshooting at all? Even small things like restarting?
1936065,"@AppleSupport Hello, I just called in for iTunes product support and your agent hung up on me. Can you DM me to sort this out, please? Thx.",@576008 We're sorry to hear you were disconnected from us. Let's resume helping out. Send us a DM to continue to discuss iTunes together. https://t.co/GDrqU22YpT
2518295,@717344 @AppleSupport And same all 8+ and X,"@717343 If you're having issues with phone calls on your iPhone, that's definitely something we'd like to help with. Could you clarify what type of iPhone you're using, along with your current iOS version? Send over the answers via DM. https://t.co/GDrqU22YpT"
2897709,"@AppleSupport hey - how am i able to release an album of songs onto iTunes?
@118721 @115948",@159409 We'd love to help. https://t.co/X1hwGHNKAM is where you'll want to manage content.
1325967,@AppleSupport my #iPhone7Plus still gets stuck in landscape mode on #iOS 11.0.3,"@320188 We're glad to help. Let's try restarting the device by following this article, then test again: https://t.co/OWRDHWSt4h"
1596084,@115858 eye don’t want that damn update rn so stop changing my eyes to question marks thx✅,"@490360 Check out our article https://t.co/xU1AGHStV6 if you're seeing this issue, let us know if we can still help."
2082705,"Hello @AppleSupport , I can't login to my iCloud account [with right password], I also can't backup my contacts and I've lost them.",@615930 We're here for you! Are you getting any error messages when trying to log in to iCloud? Tell us more in DM: https://t.co/GDrqU22YpT
1517715,@AppleSupport I do everything still can't to activate from iTunes or Sim card,"@472118 Thanks, let's move to DM for a closer look. Do you receive the same error message each time? https://t.co/GDrqU22YpT"
235838,@AppleSupport I think my device back to normal again. Thank you.,"@172175 We're glad to hear it, let us know if you need anything else."
829133,@116333 @115858 my shit is still on the fritz. Fix this!!!,@317441 We'd like to see how we can help. Can you send us a DM with details? https://t.co/GDrqU22YpT
512524,@AppleSupport Seriously when are you going to fix this bullshit with the calculator?,"@237873 Hey, what's going on with the Calculator? Provide us with some more details in DM and we'll help you out. https://t.co/GDrqU22YpT"
2301938,@AppleSupport Not impressed with #ios11.1.1 Due to poor eyesight I increase text size slightly so I can read texts but all other text is now FAR too big I can’t see everything on screen. Why have you increased text size in everything other than texts? Makes no sense.,@668048 This is a great subject for feedback. The best place to leave that to make sure it's seen by the right people is here: https://t.co/eTPVYVFyd8
1004961,@AppleSupport 11.1.1,"@357859 Let's backup your iPhone and update to iOS 11.1.2. Please shoot us a DM once that's done. 
How to back up: https://t.co/4f8hwT5to6 https://t.co/GDrqU22YpT"
2688152,Tired of my iPhone glitching and shit. @AppleSupport,"@755847 We know it's important for your iPhone to work the way you expect, and we'd like to see how we can help. Send us a DM with more information about what's going on, and the iOS version your iPhone is running. We'll meet you there. https://t.co/GDrqU22YpT"
1743566,Sooo @AppleSupport when do you plan on fixing this I️ situation?,@358289 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1021700,@AppleSupport why does my live Photo and flash automatically turn on itself in the camera app? I would like a permanent disable switch.,"@361784 That's a great question and we'll certainly take a look into this. To help us out, may we get the iOS version number?"
1760249,@AppleSupport Thank you,"@529794 You're very welcome. If you need any assistance in the future, don't hesitate to reach back out to us. We're here to help."
2702138,@AppleSupport everyone says it's not good and my phone completely will turn off. it's true?,"@758999 Your iPhone shouldn't experience those behaviors, but if it does, please let us know so we are able to look into this issue for you. Be sure to create a backup prior to updating."
2341908,For some reason my watch @AppleSupport has decided to stop receiving notifications. Eveything seems to be on and correct ?,"@221762 Thanks for reaching out to us. We are always happy to help. Have you tried restarting the Apple Watch to see if the issue persists? If so, send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT"
1587404,@AppleSupport Yup. Same problem at work-- intermittently. You can see the iMac gets 300+Mbps the exact same distance from the exact same AP. As do my dozen other wireless devices. And the AP reports perfect signal strength and transmit/receive rate. Is this an iOS11.1 or iPhoneX issue?,@488281 Send us a DM and we'll have a closer look at this issue together. https://t.co/GDrqU22YpT
563050,"@AppleSupport Syncing to iTunes did not help and no, they do not play in iTunes either. It shows an exclamation point next to the song in iTunes.","@251803 It seems iTunes is not able to find the music file on the computer. So next, let's take a look at this link: https://t.co/fEmDw6pquq It will cover the steps needed to help you. If you still need our assistance, just reach back out to us."
1217550,@AppleSupport Tried 2 chargers + direcly on laptop (one USB port doesn’t accept it anymore - keeps beeping as if just plugged in!),@405697 Are you using Apple certified chargers? Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
550818,@AppleSupport 11.0.3,"@248326 iOS 11.2 recently became available. Let’s have you create a backup with iTunes or iCloud, and update the software. See those steps here: https://t.co/80YRnjDFDk Please send us a DM if the issue persists after updating, and we’ll be happy to help further. https://t.co/GDrqU22YpT"
2003387,"excuse me, i want to buy an apple watch, but i'm not sure which one to get. can someone help me? @AppleSupport",@374515 Let's get you pointed in the right direction. DM us and let us know what country you're located in and we'll continue. https://t.co/GDrqU22YpT
2306019,@129913 @NikeSupport What’s up with the Nike+ app on the #AppleWatch crashing after about 18 miles in a run? This has happened multiple times! @AppleSupport,@669022 We'd be happy to look into this with you! Send us a DM to get started. https://t.co/GDrqU2kzhr
2456160,@AppleSupport what’s up with the |?| everywhere ! Did y’all find the answer yet ?,"@703578 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterward. How to back up: https://t.co/tHicJHB57O DM us with any questions. https://t.co/GDrqU22YpT"
2580570,"@AppleSupport hi, my 60 watt magsafe 2 charger for my macbook pro 13 inch retina broke today. Is it safe to use a new 85 watt power suply from apple or would it harm my macbook and should i just go with the 60 watt?","@731418 Yes, it's totally safe. Using a higher wattage adapter will not harm your MacBook Pro in any way. We're sharing the following article with you for some more information: https://t.co/Jl6KFw8Au4"
988383,@AppleSupport iPhone 6s and iPad Air 2. I would like books to be on iTunes though because it already shows on the devices.,@354173 We definitely want to provide support for you! Let us know if the steps in this article help: https://t.co/Yh98IoqeIE
2045223,"@AppleSupport that’s great, but I don’t have a Mac https://t.co/Q2Y0YCxNXY",@338203 Thanks for connecting with us. Let us know in DM when exactly this pop-up appeared and we'll go from there. https://t.co/GDrqU22YpT
1881814,Since iOS 10 reporting this bug and where’s the fix for the Nov/2017 bug? @123857 @116333 @AppleSupport https://t.co/hBWihGG8M4,"@184724 We'd be happy to look into this with you! Are you experiencing this, or just your friends? Let us know in a DM. https://t.co/GDrqU22YpT"
2406585,@115858  @AppleSupport : Your latest iOS update made my iPhone sluggish and slow. Any suggestion to remedy this? Thanks.,"@692115 We'll gladly assist in any way we can. When you say ""latest update"" do you mean iOS 11.1.1? What device is it running on? Can you give us some details in DM as to the kinds of issues you're dealing with? https://t.co/GDrqU22YpT"
798821,@AppleSupport why release an ios that freezes your BRAND NEW phone smh,@310422 We want you to get the most out of your new iPhone. Which model are you using? DM us and let us know. https://t.co/GDrqU22YpT
1449195,"@AppleSupport @115858 FYI, phone keeps freezing and needing a restart when I use the magnifying feature. Another bug to squash.","@456278 Let's get this resolved for you. Please send us a DM with your current iOS version, and we'll get started. https://t.co/GDrqU22YpT"
1954406,"@AppleSupport please tell me how 700 photos takes up nearly 2.5gb😭😭 snapchat has like 50,000 photos in the memories tab and takes up half https://t.co/fjOYohooTn","@580161 Thanks for reaching out to us. We'd like to take a look into this. Please send us a DM, and we'll get started. https://t.co/GDrqU22YpT"
346754,@AppleSupport I think I downloaded a virus on my #MacBookPro. How do I get rid of MegaBackup?It is in Launchpad. Can I use #NortonAntiVirus?,@198563 What's happening with that app? Let us know in a DM. https://t.co/GDrqU22YpT
1906545,So frustrated with the iphone 11 update! My 6S ‘s battery life is non existent &amp; it’s incredibly slow! I’ve owned this for less than 1.5 years! @AppleSupport fix it pls! Or is there some way to revert back to the old software update? #startingtohatemyiphone,@172169 Thanks for reaching out. This is certainly not what we want you to experience. Please DM us and we'll look into it further. https://t.co/GDrqU22YpT
541138,@AppleSupport my iphone is getting reset itself every 2 mintues. What is wrong with it?,"@245533 We're here to help you. Let's follow the steps in this article: https://t.co/osZOKKTalm Before updating we recommend creating a backup of your device. If the issue persists after these steps, send us a DM and we'll take a closer look there. https://t.co/GDrqU22YpT"
177809,@AppleSupport There might be a bug or flaw in iPhone X and Bluetooth. Keeps disconnecting from my car if not streaming sound from iPhone (ie if the phone is connected but listening to radio...disconnects from car after a minute or so). It’s highly distracting while driving,@157882 We want to help! How long have you been having these issues? Do you have the most recent version of iOS 11.1.2 downloaded? https://t.co/GDrqU22YpT
2027763,"Hey uh, @AppleSupport @115858 when are yall going to fix this question mark with a box glitch ?",@599639 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
1313934,"Anyone know how to turn off Live Photo’s COMPLETELY on @115858 ios11? Every time I turn it off, it turns back on later. MAKE IT STOP.",@342225 Hi there. We'd love to help. You can turn off Live Photos following these steps: https://t.co/C3E4kiTqdx https://t.co/GDrqU22YpT
2237250,Is there a way to see the count of active personal hotspot connections on iPhone X? Indicator was changed and if I tap on it it just takes me to the settings @AppleSupport https://t.co/N3MprkJJSM,"@652394 We can definitely look into that with you. To start, would you mind letting us know which iOS version your device is running? Are you using iOS 11.1.1?"
1168459,@394845 @AppleSupport Same on my iPad Pro  - Touchscreen is acting super flakey with 11.0.3  regularly stops recognizing touch for a few seconds or hangs/freezes.,@394844 Let's work together to find a solution for your device. Please DM us to get started. https://t.co/GDrqU22YpT
245992,"@AppleSupport my #iphone7’s battary life time has decreased sharply with this #IOS11 , I need to charge it twice daily !!","@174427 So we can get to the bottom of this, let's pair up in DM and work from there. https://t.co/GDrqU22YpT"
2367853,I missed you today lightning connector didn’t need you since morning 7 and still going strong on 30% at end of the day. With full day use. #iphone x @AppleSupport  @115858  @116333,"@664537 So, was Low Power Mode enabled? Also, you had 30% at the end of the day?"
1698420,@AppleSupport why isn’t my phone connecting to WiFi?? 😫,"@123145 Is this happening on all networks, or just some in particular? Let us know in a DM. https://t.co/GDrqU22YpT"
726701,so my iPhone was perfectly working a minute back and then it stopped working just out of nowhere. what kind of a sorcery is this 😶 @115858,@294072 What trouble are you having? We'll look into this with you and see what's going on.
2676086,"@115858 -3rd generation Apple Tv stopped detecting Wifi upon software update. Ser No. C1MHPEA7DRHN. Not in warranty, known issue. Help.",@640076 Our Apple TV team is in the best position to assist and can be contacted from here: https://t.co/IBIY3vMgPj
1829461,@AppleSupport I’ve been expecting a setup call from u guys since 1045. It’s 11:10 can I expect u guys to call anytime soon?,"@548993 Let's look into this together. DM us with details about the reason for the call, and we'll see how we can help. https://t.co/GDrqU22YpT"
336616,@AppleSupport Why the icons don’t show on the series 1 with the #watchOS update?,@197551 Let's meet up in DM to discuss what you're seeing. https://t.co/GDrqU22YpT
595832,"@AppleSupport I just got (another) email that's not legitimate, telling me to ""verify"" my Apple ID. I reported them as spam and sent the email to __email__ - is there anything else I can do? I don't feel very safe and I don't want anything to happen to my account","@261193 Thanks for reaching out. Reporting these messages is the best thing you can do. As long as you don't give out any personal data, you should be in good shape. However, if you're concerned about your account, you can follow these steps: https://t.co/ufbG3Gx5bq"
1915664,@115858 iOS11 seems to be a disaster. Can I revert to 10? Fix coming? Help!,"@116142 We're happy to address any issues you're having with iOS 11. To start, DM us with details about what's happening. https://t.co/GDrqU22YpT"
2014036,Eye know where to know when eye need answers...shoutout to Twitter . @115858 PLEASE get yourselves together and fix this update 🙄🙄,@595535 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
2079801,#iOS11 has absolutely fucked my phone! I swear @115858 do it on purpose 💩💩💩,"@615105 We're here to help. DM us details of the issue, including which model iPhone you're using, and we'll get started. https://t.co/GDrqU22YpT"
2487283,"@115858 Thanks for stuffing up my iPhone 7 Plus with your sh*tty iOS 11.1.1 update. Music not displaying properly, bluetooth disconnects etc etc etc. Do you testers actually test?? #disappointedinapple",@710408 Thanks for reaching out. This is not the experience we want you to have. DM us with more details regarding what you're experiencing &amp; we'll go from there &amp; look into this together. https://t.co/GDrqU22YpT
2641371,So I can make a call via Siri without unlocking my iPhone. @115858 isn’t that a security concern? Any1 can then make calls w/o my knowledge,@745403 Turn off Allow Siri When Locked in Settings &gt; Siri &amp; Search to change this setting. More here: https://t.co/xdkXnEDhZR
1084211,@AppleSupport add music nd files,"@375748 Good to know, please check out and follow the steps in this support article for sync issues: https://t.co/czNgyf4Rgl"
1652000,@AppleSupport 11.03 won’t install on my iPhone 6s Plus,"@504441 We can assist you. To determine the steps we'll take, can you tell us if you're using Wi-Fi or iTunes to update your iPhone?"
291842,"@115858 there is an issue with visual voicemail on the new update, I don’t get no notifications so I miss voicemails!! Anyone else? Issues on EE and O2 #iOS11 @118101 @O2",@185502 We want to help you stay connected. Let's meet in DM to continue. https://t.co/GDrqU22YpT
1152809,@AppleSupport Can’t access the App Store for a week now HELP https://t.co/a92F4kH8uP,"@391266 Let's get to the bottom of this together. First, let us know if this guide helps: https://t.co/yoNhV7Et2A"
1995503,@590073 @590074 Me tooooo🙄 it’s trashhhhh @AppleSupport,@590072 We'd love to help with any issues you've encountered on your device. Reply by DM and let us know more about what you're seeing. https://t.co/GDrqU22YpT
1626237,@AppleSupport How do I switch to the UK Appstore? https://t.co/3rDLMxqOYv,@118106 Excellent question. Take a look here: https://t.co/usOJWy6ChP
356800,"@AppleSupport since updating 2 ios11 my phone seems slow and battery draining twice as fast, my partners is doing the same as well, is there a fix coming for this?",@200721 Thank you for reaching out to us. We'd like to look into this with you. Please DM us to get started. https://t.co/GDrqU22YpT
2004285,Fix this bs @115858 https://t.co/UsjI5qTPfW,@592691 We'll be happy to assist as best we can. DM us the version of iOS you're running and we'll continue there. https://t.co/GDrqU22YpT
1726631,@522199 @115858 I’ve literally been RAGING over this for DAYS. SOMEONE FIX MY PHONE.,@374108 We'd like to continue working with you in DM. Please send us a message. https://t.co/GDrqU22YpT
1931001,"@AppleSupport Volume issues effect ringer / call / alarm volume.  Restarting phone temporarily fixes, but issues return within a few hours.","@574618 Let's get your iPhone working as you expect again. Send us over a DM with as many details as possible, and we'll get started. https://t.co/GDrqU22YpT"
291415,"@AppleSupport Just reported it! Glad I asked, thanks!","@185385 You're welcome! If you ever have any questions or something just doesn't feel right, we're here for you."
1618247,Yo @115858 @AppleSupport wtf is this I️ I️ I️,@496159 We've seen the issue you're talking about and we have a workaround for it: https://t.co/xXaXeeSRt9 Did that help?
2073431,"@AppleSupport What the hell is wrong with iOS 11.0.2? My battery life is even shorter now, aside from other problems. Geez! #appleproblems","@613251 We'd be delighted to work with you on getting this resolved. Meet us in DM with some details, and we'll get started. https://t.co/GDrqU22YpT"
1760191,@AppleSupport getting 'unable to verify update. 11.1 failed verification because you are no longer connected to internet',@200272 Let's look into this for you. Meet us in DM and we can check on available options. https://t.co/GDrqU22YpT
1021548,@AppleSupport Thank you! I just updated my IOS and it’s still not working properly. The screen is freezing.,@361755 We'd be happy to look into this. Let us know which iPhone and version of iOS you're using via DM. We'll go from there. https://t.co/GDrqU22YpT
2110874,"iOS 11
iOS 11.0.1
iOS 11.0.2
iOS 11.0.3
iOS 11.1
IOS 11.1.1
iOS 11.1.2
Chance Nummer Sieben für Podcasts: vertan.
@115858 @AppleSupport https://t.co/EW688vVApo",@622678 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
897635,@AppleSupport Will this work if iTunes is saying I haven't bought it? I tried redownloading from iTunes store &amp; it says I need to buy it... Already have 🙄,@333170 Great question. Are you using the same Apple ID on your iPhone that you use within iTunes? They'd need to be the same.
